,Store Name,Age,Comments Count,Positive Rating,Negative Rating,Last month,Last3Month,Last6Month,Last Year
1280,אמבט לי ,11.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0
1281,בונדד חשמל ,11.0,20.0,5.0,15.0,0.0,0.0,0.0,0.0
1282,בי דיגיטל ,11.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0
1283,תכשיטי ברקוביץ ,10.0,20.0,6.0,1.0,0.0,0.0,0.0,0.0
1284,יו פרינט ,8.0,20.0,8.0,5.0,0.0,0.0,0.0,0.0
1285,אר אס מובייל ,8.0,20.0,9.0,4.0,0.0,0.0,0.0,0.0
1286,סבוי ,5.0,20.0,8.0,4.0,0.0,0.0,0.0,0.0
1287,Cellularia ,5.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0
1288,גיל טק ,18.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0
1289,סייל פור יו ,18.0,19.0,7.0,1.0,0.0,0.0,0.0,0.0
1290,מכמונות מהירות ,15.0,19.0,7.0,1.0,0.0,0.0,0.0,0.0
1291,גיים פוינט ,14.0,19.0,3.0,6.0,0.0,0.0,0.0,0.0
1292,buylow ,13.0,19.0,7.0,2.0,0.0,0.0,0.0,0.0
1293,נועם קיי תכשיטים לגברים ,11.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0
1294,ברסקו ,9.0,19.0,7.0,1.0,0.0,0.0,0.0,0.0
1295,דה בריק ,5.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0
1296,Terrax ,5.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0
1297,גל דן ,19.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0
1298,סקיי פי סי ,18.0,18.0,9.0,18.0,0.0,0.0,0.0,0.0
1299,אוטומט ,15.0,18.0,5.0,12.0,0.0,0.0,0.0,0.0
1300,קזינו שופ ,14.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0
1301,ezDeals ,12.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0
1302,גרנדשופ ,11.0,18.0,4.0,6.0,0.0,0.0,0.0,0.0
1303,om design ,10.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0
1304,מקס מצברים ,10.0,18.0,3.0,8.0,0.0,0.0,0.0,0.0
1305,איי אם פון ,9.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0
1306,נקודת חן ,9.0,18.0,4.0,1.0,0.0,0.0,0.0,0.0
1307,כוכב נולד מוצרי תינוקות וילדים ,9.0,18.0,9.0,4.0,0.0,0.0,0.0,0.0
1308,קולינרי ,8.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0
1309,טליה ,8.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0
1310,Fitness Mood ,3.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0
1311,ממורי פי סי ,19.0,17.0,9.0,6.0,0.0,0.0,0.0,0.0
1312,וולט מחשוב ירוק בע מ ,19.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0
1313,אופטיקה פור יו ,15.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0
1314,מוטורייב אביזרים לאופנועים ,14.0,17.0,8.0,4.0,0.0,0.0,0.0,0.0
1315,גיים פלוס ,14.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0
1316,InkJets ,14.0,17.0,9.0,5.0,0.0,0.0,0.0,0.0
1317,פוטו אלפנט ,11.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0
1318,תרמיל ,11.0,17.0,4.0,3.0,0.0,0.0,0.0,0.0
1319,עידן פון ,10.0,17.0,9.0,10.0,0.0,0.0,0.0,0.0
1320,איי טי פרינט ,10.0,17.0,5.0,6.0,0.0,0.0,0.0,0.0
1321,קוזניץ ,10.0,17.0,7.0,3.0,0.0,0.0,0.0,0.0
1322,לאב יו ,9.0,17.0,3.0,6.0,0.0,0.0,0.0,0.0
1323,אופיס פוינט ,7.0,17.0,8.0,7.0,0.0,0.0,0.0,0.0
1324,בריא לי ,14.0,17.0,6.0,1.0,0.0,0.0,0.0,0.0
1325,אנדלסרול ,6.0,17.0,5.0,10.0,0.0,0.0,0.0,0.0
1326,שאקל Outdoor gear ,5.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0
1327,ג יגאדג ט ,4.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0
1328,אנטר פרייס ,19.0,16.0,6.0,4.0,0.0,0.0,0.0,0.0
1329,אודיו נט ,19.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0
1330,קופי טיים שופ ,18.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0
1331,דיסק קלאב ,18.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0
1332,ארגמנט בע מ ,18.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0
1333,קאר מדיה ,18.0,16.0,8.0,3.0,0.0,0.0,0.0,0.0
1334,זול פור אבר ,18.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0
1335,קומפיוטקס ,17.0,16.0,8.0,7.0,0.0,0.0,0.0,0.0
1336,נטו שופס ,17.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0
1337,סקזי מחשבים ,17.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0
1338,do be ,16.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0
1339,זוקו ישראל ,10.0,16.0,5.0,1.0,0.0,0.0,0.0,0.0
1340,גשר מעבדות מחשבים ,9.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0
1341,אפ אם סי לאב ,9.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0
1342,סאנלייף ,7.0,16.0,5.0,6.0,0.0,0.0,0.0,0.0
1343,אלוף המזרונים ,7.0,16.0,6.0,15.0,0.0,0.0,0.0,0.0
1344,אינפוגן שופס ,4.0,16.0,5.0,2.0,0.0,0.0,0.0,0.0
1345,גמא מחשבים ,20.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0
1346,ממורי פור יו ,20.0,15.0,8.0,2.0,0.0,0.0,0.0,0.0
1347,STORENET עולם הגלישה של ישראל ,6.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0
1348,פוקר זון ,14.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0
1349,דינמוסייל ,13.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0
1350,פרינט טונר ,12.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0
1351,טונר ישראל ,13.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
1352,יום הולדת ,13.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0
1353,גרילר ,8.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0
1354,הראל טכנולוגיות ,8.0,15.0,8.0,2.0,0.0,0.0,0.0,0.0
1355,Pura Vida ,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0
1356,רימאסטר ,4.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0
1357,סופטק ויז ן בע מ ,19.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0
1358,פוטו אקספרס ,19.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0
1359,בי מול ,16.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0
1360,סטפ אפ ,16.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0
1361,די סורס ,16.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0
1362,אס פי טרייד ,13.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0
1363,סטריטבול ,12.0,14.0,4.0,5.0,0.0,0.0,0.0,0.0
1364,אופיס נט ,11.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0
1365,אופטיקה ישראל ,10.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0
1366,מחסני כלי עבודה ,7.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0
1367,ZoozBike ,7.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0
1368,אקדמיק סטור ,7.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0
1369,ארגו ,6.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0
1370,StoreX ,5.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0
1371,דיל אלקטריק ,4.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0
1372,Convex ,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
1373,אלוף מחשבים ,16.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0
1374,סייל פור מי ,19.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0
1375,סופטסייל ,7.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0
1376,טי אנ ג י ,18.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0
1377,דיגיטל ספורט ,18.0,13.0,6.0,2.0,0.0,0.0,0.0,0.0
1378,זוריק ,14.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0
1379,טול סנטר ,16.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0
1380,סליפ מרקט ,15.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0
1381,נענעשופס ,14.0,13.0,4.0,9.0,0.0,0.0,0.0,0.0
1382,bs shop ,14.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0
1383,וודינג סטור ,12.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0
1384,comp24seven ,11.0,13.0,7.0,5.0,0.0,0.0,0.0,0.0
1385,בייבי פאן ,11.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0
1386,e sell ,11.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0
1387,Jeeper ,8.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0
1388,CVoice ,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,המטען ,7.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0
1390,MyXBuy ,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0
1391,לאנזאר ,17.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0
1392,ביי סמארט ,19.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0
1393,מאסטר מחשבים ,19.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0
1394,BATTERIES ,9.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0
1395,אס או אס ,17.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0
1396,און אוף ,16.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0
1397,מגהרץ ,16.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0
1398,1buy ,15.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0
1399,מיוזיק גייט ,13.0,12.0,5.0,3.0,0.0,0.0,0.0,0.0
1400,טופ סינמה ,13.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0
1401,Amitai ,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,עמית אלקטרוניקה ,13.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0
1403,ipcmedia ,12.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0
1404,בי מגניב ,12.0,12.0,7.0,3.0,0.0,0.0,0.0,0.0
1405,אס די קום ,12.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0
1406,deal shop ,14.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0
1407,ברלה צעצועים ,11.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0
1408,מיטב ,11.0,12.0,7.0,10.0,0.0,0.0,0.0,0.0
1409,גאדג ט אי אל ,11.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0
1410,AFM LABS ,13.0,12.0,3.0,9.0,0.0,0.0,0.0,0.0
1411,אם אל שופ ,11.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0
1412,נוטרישף ,8.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0
1413,ClickBuy ,7.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0
1414,מרכז הסלולר גדרה ,7.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1415,ארנקי ראשון ,6.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0
1416,גינות ,6.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0
1417,עולם החשמל ,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0
1418,נטע רדיו ,18.0,11.0,2.0,7.0,0.0,0.0,0.0,0.0
1419,all2all ,15.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0
1420,ביג פון ,17.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
1421,שרם טקסטיל ,16.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0
1422,שקף אקשן ,15.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0
1423,BuyX ,14.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0
1424,רונדה שופ ,12.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0
1425,ארגמן מתכת ,11.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0
1426,רומנטקס ,11.0,11.0,4.0,9.0,0.0,0.0,0.0,0.0
1427,אנדרואיד סטור ,11.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0
1428,USB4 co il ,11.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0
1429,אי סטור ,13.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0
1430,ארפל אלקטרוניקה ,13.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0
1431,לייב פי סי ,10.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0
1432,טי וי שופ ,10.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0
1433,טול האוס ,10.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0
1434,גודגט ,9.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0
1435,גריל טאון ,9.0,11.0,2.0,7.0,0.0,0.0,0.0,0.0
1436,מחסני ממונעים ,8.0,11.0,2.0,5.0,0.0,0.0,0.0,0.0
1437,אופן דילס ,7.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
1438,בוטיק לאמבט ,7.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0
1439,בי די סולאר ,7.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0
1440,הום סטוק ,5.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0
1441,OBUY ,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0
1442,לוג יק פי סי ,15.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
1443,גוד שופ ,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,תותית ,17.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0
1445,אול מול ,17.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
1446,אלקטריק מול ,16.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0
1447,ברום גיטרות ,15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
1448,מוזיל ,14.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
1449,אס טי הדפסה ,14.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0
1450,אס די אלקטריק ,13.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0
1451,טופ דסק ,13.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0
1452,מנדיס ,12.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0
1453,דיילי שופס ,10.0,10.0,1.0,8.0,0.0,0.0,0.0,0.0
1454,מיקרו פון ,10.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0
1455,פרופסור פון ,10.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0
1456,ענק המצברים ,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
1457,בינג באנג ,9.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0
1458,חשמל הבית ,7.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0
1459,BuyOnline ,7.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0
1460,קפה בנימינה ,6.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0
1461,קוסטי ,6.0,10.0,6.0,7.0,0.0,0.0,0.0,0.0
1462,Todoz ,6.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0
1463,טולס אונליין ,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0
1464,פיקסי ,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
1465,בזקסטור ,13.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0
1466,אמריקן קומפורט ,10.0,9.0,6.0,8.0,0.0,0.0,0.0,0.0
1467,לירה ,20.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
1468,פוטו וואן ,19.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
1469,ניו ליין אלקטרוניקס ,17.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0
1470,Cnab ,18.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0
1471,בי סקיור ,18.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0
1472,אימפריה פי סי ,17.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0
1473,מיאר ,17.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0
1474,בי טבע ,16.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0
1475,פאנץ מערכות ,16.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0
1476,הום פרינט ,16.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
1477,Tiks ,16.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0
1478,ספורט דיפו ,15.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0
1479,פירסט ליין ,15.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0
1480,ימבנט ,17.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0
1481,אקסקלוסיב ,14.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0
1482,פטבול ,13.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0
1483,Gaming Outlet ,13.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0
1484,קינג סייל ,12.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0
1485,מרכז הפליימוביל ,12.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0
1486,בי קיי טק ,12.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
1487,a center ,12.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
1488,טבע אקספרס ,11.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
1489,ענק התוכנה ,11.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
1490,כאמל מאונטיין ,11.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0
1491,מייטי דוורף ,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
1492,מפרץ הטכנולוגיה ,10.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0
1493,menzzo ,10.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0
1494,מרקטסל ,10.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0
1495,פוד אפיל ,10.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0
1496,איזי טו ביי ,9.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0
1497,רן ארנא ,13.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0
1498,ארט סטודיו ,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0
1499,סטוק החשמל ,9.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0
1500,בית הניחוח ,8.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
1501,Shop4all ,8.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0
1502,דיל אקספרס ,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0
1503,Mob il ,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,אופטיקה עיניים ,7.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0
1505,BagStreet מזוודות ותיקים ,7.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0
1506,פטפיקס ,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
1507,נסלס ,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
1508,גלגלי המגן ,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
1509,Get2 Shop ,3.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0
1510,בסט ביי ,15.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0
1511,דגש ציוד ארגונומי ,21.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0
1512,רכטמן ,21.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0
1513,ביי פור לס ,20.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1514,פוינט מחשבים ,20.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0
1515,קום פור יו ,20.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0
1516,אופיקס ,18.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1517,סי טי אם ,17.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0
1518,האו נייס ,16.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0
1519,אבטל דיגיטל ,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,סאונדר ,16.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1521,אניגמה ,16.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1522,10shop ,16.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1523,20off ,15.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1524,עולם הקולנוע אונליין ,16.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0
1525,פוקס פי סי ,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,My Garden ,15.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0
1527,לכל זמן ועט ,15.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0
1528,איירקום ,14.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0
1529,חשמל ישיר ,14.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0
1530,טיב המים ,14.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0
1531,ThinkPadWorld ,14.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0
1532,הברים של הדס ,14.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0
1533,אריאל מזגנים ,14.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1534,פיאנו מיוזיק ,11.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0
1535,בזול ,13.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0
1536,ubuyit ,13.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0
1537,usb online ,13.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0
1538,ליאל ,13.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1539,אר אס אם ,12.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0
1540,Secuel ,12.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0
1541,shopthenet ,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1542,טכנינט ,12.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1543,פרחי אביב ,11.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0
1544,אאוטלט סייל ,11.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0
1545,טרוול בוקס ,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1546,טו פטס ,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1547,צ יינה 4 הום ,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
1548,שופטרוניק ,8.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0
1549,IBIT ,8.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0
1550,BuyCarpet עולם של שטיחים ,8.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0
1551,המציאון דיגיטל ,7.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0
1552,ChildrensPlay ,7.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0
1553,אמבט4יו ,6.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0
1554,KZMobile ,6.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0
1555,ברגי הדרום ,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1556,cheaprice ,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
1557,קלוזט סיסטמס ,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
1558,OilGuru ,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1559,נטביט ,3.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0
1560,market price ,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1561,הוצאת פוקוס ספרי בריאות ,19.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1562,אקסטרים פי סי ,14.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0
1563,מ א ציוד מיגון צילום ואבטחה ,19.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0
1564,pccool ,19.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0
1565,NRC ,18.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0
1566,בסט פרייסס ,18.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0
1567,בון ספורט ,3.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0
1568,MP3ZONE ,17.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
1569,טריטיום ,17.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
1570,גורנטק ,16.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
1571,גוזמוטק ,16.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0
1572,יין בעיר ,15.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0
1573,אמריקן סטייל ,14.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0
1574,קמפו ,14.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0
1575,קצלה ,14.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
1576,טיפ טופ מרקטינג ,14.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0
1577,שף גלובל ,13.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0
1578,סינמה פלאזה ,13.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
1579,סל מי סל ,12.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0
1580,LDM ,17.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
1581,phoneline ,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
1582,מ י חכים ,11.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0
1583,דיירקט ביי ,11.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0
1584,סופר אופיס ,13.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
1585,סולו ,10.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0
1586,אי בייק 61 ,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
1587,אלקטרוטק ,14.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0
1588,x5 steam cleaner ,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
1589,Beny s ,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
1590,Isr Store ,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
1591,ProOffice ,9.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0
1592,מובייל פרו ,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
1593,זולמארט ,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
1594,קמפינג לייף ,8.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0
1595,Kennedy ,8.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0
1596,עולם הגלגלים ,8.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0
